"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1017","test_search_no_results_parametrized[chromium-1234567890-digits]","tests.e2e_tests","Thu May 07 20:33:55 UTC 2026","passed","Thu May 07 20:33:56 UTC 2026","","test_negative1","",""
"","3052","test_search_flow_debug[chromium]","tests.e2e_tests","Thu May 07 20:33:57 UTC 2026","passed","Thu May 07 20:34:00 UTC 2026","","test_about_flow","",""
"","3396","test_navigate_to_books[chromium]","tests.UI_tests","Tue May 05 10:06:07 UTC 2026","passed","Tue May 05 10:06:10 UTC 2026","TestUI","test_login","",""
"","19700","test_search_works[chromium]","tests.UI_tests","Thu Apr 30 13:38:21 UTC 2026","failed","Thu Apr 30 13:38:41 UTC 2026","TestNavigation","test_login","",""
"","1000","test_search_no_results[chromium]","tests.e2e_tests","Thu May 07 20:33:55 UTC 2026","passed","Thu May 07 20:33:56 UTC 2026","","test_negative","",""
"","1284","test_search_via_iframe[chromium]","tests.e2e_tests","Thu May 07 20:34:02 UTC 2026","passed","Thu May 07 20:34:03 UTC 2026","","test_search_via_iframe","",""
"Проверяет доступность подразделов сайта","867","test_sections_availability[books-Books]","tests.API_tests","Thu May 07 20:33:57 UTC 2026","passed","Thu May 07 20:33:58 UTC 2026","","test_api","",""
"","5563","test_login_short[chromium-your@email.com]","tests.UI_tests","Thu Apr 30 11:37:42 UTC 2026","passed","Thu Apr 30 11:37:48 UTC 2026","","test_login","",""
"","335","test_main_page_headers","tests.API_tests","Thu May 07 20:33:56 UTC 2026","passed","Thu May 07 20:33:56 UTC 2026","","test_api","",""
"","7469","test_search_works[chromium]","tests.UI_tests","Tue May 05 10:06:11 UTC 2026","skipped","Tue May 05 10:06:19 UTC 2026","TestUI","test_login","",""
"","1364","test_e2e_open_article[chromium]","tests.e2e_tests","Thu May 07 20:34:01 UTC 2026","passed","Thu May 07 20:34:02 UTC 2026","","test_search_e2e","",""
"","5566","test_navigation_to_books[chromium]","tests.UI_tests","Tue May 05 10:05:26 UTC 2026","passed","Tue May 05 10:05:32 UTC 2026","","test_books_page","",""
"Проверяет, что заголовок из UI присутствует в коде API","2056","test_latest_article_consistency[chromium]","tests.API_tests","Thu May 07 20:33:53 UTC 2026","passed","Thu May 07 20:33:55 UTC 2026","","test_api","",""
"","0","test_simple_login_check[chromium]","tests.UI_tests","Thu Apr 30 13:27:00 UTC 2026","broken","Thu Apr 30 13:27:00 UTC 2026","","test_login","",""
"","3925","test_open_first_book[chromium]","tests.UI_tests","Tue May 05 10:06:47 UTC 2026","passed","Tue May 05 10:06:51 UTC 2026","","test_open_first_book","",""
"","9055","test_search_for_books[chromium]","tests.UI_tests","Tue May 05 10:06:51 UTC 2026","passed","Tue May 05 10:07:00 UTC 2026","","test_search_books_bytitle","",""
"","3902","test_newsletter_subscription_page_load[chromium]","tests.UI_tests","Tue May 05 10:06:42 UTC 2026","passed","Tue May 05 10:06:46 UTC 2026","","test_newsletter_subscription","",""
"","3387","test_login_success[chromium]","tests.UI_tests","Thu Apr 30 13:37:25 UTC 2026","broken","Thu Apr 30 13:37:29 UTC 2026","TestLogin","test_login","",""
"","3257","test_navigation_menu_responsive[chromium]","tests.UI_tests","Tue May 05 10:06:29 UTC 2026","passed","Tue May 05 10:06:32 UTC 2026","","test_navigation","",""
"","958","test_search_clear[chromium]","tests.e2e_tests","Thu May 07 20:33:56 UTC 2026","passed","Thu May 07 20:33:57 UTC 2026","","test_negative","",""
"","873","test_search_no_results_parametrized[chromium-\u041f\u0440\u0438\u0432\u0435\u0442\u041c\u0438\u0440-cyrillic]","tests.e2e_tests","Thu May 07 20:33:58 UTC 2026","passed","Thu May 07 20:33:59 UTC 2026","","test_negative1","",""
"","4156","test_search_opens[chromium]","tests.UI_tests","Tue May 05 10:07:11 UTC 2026","passed","Tue May 05 10:07:16 UTC 2026","","test_search_opens","",""
"","323","test_main_page_content_integrity","tests.API_tests","Thu May 07 20:33:57 UTC 2026","passed","Thu May 07 20:33:57 UTC 2026","","test_api","",""
"","1582","test_account_form_opens[chromium]","tests.e2e_tests","Thu May 07 20:33:53 UTC 2026","passed","Thu May 07 20:33:55 UTC 2026","","test_negative","",""
"","5072","test_navigation_to_books[chromium]","tests.UI_tests","Tue May 05 10:06:37 UTC 2026","passed","Tue May 05 10:06:42 UTC 2026","","test_navigation_to_books","",""
"","322","test_main_page_status","tests.API_tests","Thu May 07 20:33:55 UTC 2026","passed","Thu May 07 20:33:56 UTC 2026","","test_api","",""
"","5180","test_full_navigation_e2e[chromium]","tests.e2e_tests","Thu May 07 20:34:00 UTC 2026","passed","Thu May 07 20:34:05 UTC 2026","","test_e2e_flow","",""
"","4995","test_search_for_books_with_pom[chromium]","tests.UI_tests","Tue May 05 10:07:06 UTC 2026","passed","Tue May 05 10:07:11 UTC 2026","","test_search_for_books","",""
"","902","test_search_no_results_parametrized[chromium-    -spaces]","tests.e2e_tests","Thu May 07 20:33:57 UTC 2026","passed","Thu May 07 20:33:58 UTC 2026","","test_negative1","",""
"","1407","test_verify_articles_api_and_ui[chromium]","tests.API_tests","Thu May 07 20:34:02 UTC 2026","passed","Thu May 07 20:34:04 UTC 2026","","test_api1","",""
"","905","test_search_no_results_parametrized[chromium-\u041e\u0447\u0435\u043d\u044c\u0414\u043b\u0438\u043d\u043d\u0430\u044f\u0421\u0442\u0440\u043e\u043a\u0430\u041a\u043e\u0442\u043e\u0440\u043e\u0439\u041d\u0435\u0442\u041d\u0430\u0421\u0430\u0439\u0442\u0435-long_string]","tests.e2e_tests","Thu May 07 20:33:56 UTC 2026","passed","Thu May 07 20:33:57 UTC 2026","","test_negative1","",""
"","3477","test_sign_button_exists_on_homepage[chromium]","tests.UI_tests","Tue May 05 10:06:03 UTC 2026","passed","Tue May 05 10:06:06 UTC 2026","","test_home_page","",""
"Проверяет доступность подразделов сайта","1092","test_sections_availability[tools-Tools]","tests.API_tests","Thu May 07 20:33:58 UTC 2026","passed","Thu May 07 20:33:59 UTC 2026","","test_api","",""
"","3044","test_homepage_visual_layout[chromium]","tests.UI_tests","Tue May 05 10:06:26 UTC 2026","passed","Tue May 05 10:06:29 UTC 2026","","test_navigation","",""
