"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1077","test_navigate_to_books[chromium]","tests.UI_tests","Tue May 05 10:51:50 UTC 2026","passed","Tue May 05 10:51:51 UTC 2026","TestUI","test_login","",""
"","0","test_simple_login_check[chromium]","tests.UI_tests","Thu Apr 30 13:27:00 UTC 2026","broken","Thu Apr 30 13:27:00 UTC 2026","","test_login","",""
"Проверяет доступность подразделов сайта","1003","test_sections_availability[tools-Tools]","tests.API_tests","Tue May 05 10:52:42 UTC 2026","passed","Tue May 05 10:52:43 UTC 2026","","test_api","",""
"","982","test_search_clear[chromium]","tests.e2e_tests","Tue May 05 10:52:31 UTC 2026","passed","Tue May 05 10:52:32 UTC 2026","","test_negative","",""
"","982","test_search_no_results_parametrized[chromium-1234567890-digits]","tests.e2e_tests","Tue May 05 10:52:33 UTC 2026","passed","Tue May 05 10:52:34 UTC 2026","","test_negative1","",""
"Проверяет доступность подразделов сайта","943","test_sections_availability[books-Books]","tests.API_tests","Tue May 05 10:52:41 UTC 2026","passed","Tue May 05 10:52:42 UTC 2026","","test_api","",""
"","5563","test_login_short[chromium-your@email.com]","tests.UI_tests","Thu Apr 30 11:37:42 UTC 2026","passed","Thu Apr 30 11:37:48 UTC 2026","","test_login","",""
"","4213","test_search_works[chromium]","tests.UI_tests","Tue May 05 10:51:51 UTC 2026","skipped","Tue May 05 10:51:55 UTC 2026","TestUI","test_login","",""
"","899","test_home_has_books[chromium]","tests.e2e_tests","Tue May 05 10:52:23 UTC 2026","passed","Tue May 05 10:52:24 UTC 2026","","test_homepage_displays_book_cards","",""
"","440","test_main_page_content_integrity","tests.API_tests","Tue May 05 10:51:29 UTC 2026","passed","Tue May 05 10:51:29 UTC 2026","","test_api","",""
"","1164","test_navigation_to_any_menu_item[chromium]","tests.UI_tests","Tue May 05 10:51:59 UTC 2026","passed","Tue May 05 10:52:00 UTC 2026","","test_navigation_to_about","",""
"","4873","test_full_navigation_e2e[chromium]","tests.e2e_tests","Tue May 05 10:52:18 UTC 2026","passed","Tue May 05 10:52:23 UTC 2026","","test_e2e_flow","",""
"Позитивный тест: должен пройти со словом AI","3216","test_search_valid_book[chromium]","tests.UI_tests","Tue May 05 10:51:40 UTC 2026","passed","Tue May 05 10:51:43 UTC 2026","","test_for_books_new","",""
"","1143","test_e2e_open_article[chromium]","tests.e2e_tests","Tue May 05 10:52:38 UTC 2026","passed","Tue May 05 10:52:40 UTC 2026","","test_search_e2e","",""
"","3387","test_login_success[chromium]","tests.UI_tests","Thu Apr 30 13:37:25 UTC 2026","broken","Thu Apr 30 13:37:29 UTC 2026","TestLogin","test_login","",""
"","1553","test_navigation_to_books[chromium]","tests.UI_tests","Tue May 05 10:52:01 UTC 2026","passed","Tue May 05 10:52:02 UTC 2026","","test_navigation_to_books","",""
"","3672","test_independent_flow[chromium]","tests.e2e_tests","Tue May 05 10:52:24 UTC 2026","passed","Tue May 05 10:52:28 UTC 2026","","test_independent_flow","",""
