"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","953","test_search_no_results_parametrized[chromium-\u041f\u0440\u0438\u0432\u0435\u0442\u041c\u0438\u0440-cyrillic]","tests.e2e_tests","Fri May 01 07:40:05 UTC 2026","passed","Fri May 01 07:40:06 UTC 2026","","test_negative1","",""
"","1026","test_open_article_and_verify_title[chromium]","tests.e2e_tests","Fri May 01 07:40:07 UTC 2026","passed","Fri May 01 07:40:08 UTC 2026","","test_open_article_and_verify_title_e2e","",""
"","795","test_search_no_results_parametrized[chromium-    -spaces]","tests.e2e_tests","Fri May 01 07:40:05 UTC 2026","passed","Fri May 01 07:40:05 UTC 2026","","test_negative1","",""
"","776","test_search_no_results_parametrized[chromium-!@#$%^&*-special_chars]","tests.e2e_tests","Fri May 01 07:40:02 UTC 2026","passed","Fri May 01 07:40:03 UTC 2026","","test_negative1","",""
"","3511","test_independent_flow[chromium]","tests.e2e_tests","Fri May 01 07:39:55 UTC 2026","passed","Fri May 01 07:39:59 UTC 2026","","test_independent_flow","",""
"","960","test_navigation_to_any_menu_item[chromium]","tests.UI_tests","Fri May 01 07:39:33 UTC 2026","passed","Fri May 01 07:39:34 UTC 2026","","test_navigation_to_about","",""
"","19700","test_search_works[chromium]","tests.UI_tests","Thu Apr 30 13:38:21 UTC 2026","failed","Thu Apr 30 13:38:41 UTC 2026","TestNavigation","test_login","",""
"","1616","test_search_logic[chromium]","tests.UI_tests","Fri May 01 07:39:09 UTC 2026","passed","Fri May 01 07:39:11 UTC 2026","","test_AAA_search","",""
"","1603","test_login_success_simulation[chromium-test@example.com-123456]","tests.UI_tests","Fri May 01 07:39:44 UTC 2026","passed","Fri May 01 07:39:45 UTC 2026","","test_search_content","",""
"","687","test_home_has_books[chromium]","tests.e2e_tests","Fri May 01 07:39:55 UTC 2026","passed","Fri May 01 07:39:55 UTC 2026","","test_homepage_displays_book_cards","",""
"","301","test_main_page_content_integrity","tests.API_tests","Fri May 01 07:39:06 UTC 2026","passed","Fri May 01 07:39:06 UTC 2026","","test_api","",""
"","1387","test_navigation_to_books[chromium]","tests.UI_tests","Fri May 01 07:39:34 UTC 2026","passed","Fri May 01 07:39:36 UTC 2026","","test_navigation_to_books","",""
"Проверяет, что заголовок из UI присутствует в коде API","1051","test_latest_article_consistency[chromium]","tests.API_tests","Fri May 01 07:39:07 UTC 2026","passed","Fri May 01 07:39:08 UTC 2026","","test_api","",""
"","787","test_search_clear[chromium]","tests.e2e_tests","Fri May 01 07:40:01 UTC 2026","passed","Fri May 01 07:40:02 UTC 2026","","test_negative","",""
"","1231","test_search_via_iframe[chromium]","tests.e2e_tests","Fri May 01 07:40:09 UTC 2026","passed","Fri May 01 07:40:10 UTC 2026","","test_search_via_iframe","",""
"","3894","test_navigate_to_books[chromium]","tests.UI_tests","Thu Apr 30 13:38:17 UTC 2026","passed","Thu Apr 30 13:38:21 UTC 2026","TestNavigation","test_login","",""
"Проверяет доступность подразделов сайта","725","test_sections_availability[tools-Tools]","tests.API_tests","Fri May 01 07:40:10 UTC 2026","passed","Fri May 01 07:40:11 UTC 2026","","test_api","",""
"","742","test_account_form_opens[chromium]","tests.e2e_tests","Fri May 01 07:40:00 UTC 2026","passed","Fri May 01 07:40:00 UTC 2026","","test_negative","",""
"Негативный тест: проверка отсутствия результатов","5986","test_search_negative_no_results[chromium]","tests.UI_tests","Fri May 01 07:39:18 UTC 2026","passed","Fri May 01 07:39:24 UTC 2026","","test_for_books_new","",""
"","854","test_navigation_books_section_e2e[chromium]","tests.e2e_tests","Fri May 01 07:39:59 UTC 2026","passed","Fri May 01 07:40:00 UTC 2026","","test_navigation_books_section_e2e","",""
"","710","test_homepage_visual_layout[chromium]","tests.UI_tests","Fri May 01 07:39:31 UTC 2026","passed","Fri May 01 07:39:32 UTC 2026","","test_navigation","",""
"Позитивный тест: должен пройти со словом AI","3069","test_search_valid_book[chromium]","tests.UI_tests","Fri May 01 07:39:15 UTC 2026","passed","Fri May 01 07:39:18 UTC 2026","","test_for_books_new","",""
"","1382","test_navigate_to_tools[chromium]","tests.UI_tests","Fri May 01 07:39:30 UTC 2026","passed","Fri May 01 07:39:31 UTC 2026","","test_navigate_to_tools","",""
"Проверяет доступность подразделов сайта","606","test_sections_availability[tag/tools-Tools]","tests.API_tests","Fri May 01 07:40:11 UTC 2026","passed","Fri May 01 07:40:12 UTC 2026","","test_api","",""
"","2716","test_search_flow_debug[chromium]","tests.e2e_tests","Fri May 01 07:39:47 UTC 2026","passed","Fri May 01 07:39:50 UTC 2026","","test_about_flow","",""
"","4097","test_search_works[chromium]","tests.UI_tests","Fri May 01 07:39:26 UTC 2026","skipped","Fri May 01 07:39:30 UTC 2026","TestUI","test_login","",""
"","3363","test_login_failed[chromium]","tests.UI_tests","Thu Apr 30 13:37:30 UTC 2026","broken","Thu Apr 30 13:37:33 UTC 2026","TestLogin","test_login","",""
"","0","test_simple_login_check[chromium]","tests.UI_tests","Thu Apr 30 13:27:00 UTC 2026","broken","Thu Apr 30 13:27:00 UTC 2026","","test_login","",""
"","908","test_main_page_status","tests.API_tests","Fri May 01 07:39:04 UTC 2026","passed","Fri May 01 07:39:05 UTC 2026","","test_api","",""
"","5563","test_login_short[chromium-your@email.com]","tests.UI_tests","Thu Apr 30 11:37:42 UTC 2026","passed","Thu Apr 30 11:37:48 UTC 2026","","test_login","",""
"","873","test_navigate_to_books[chromium]","tests.UI_tests","Fri May 01 07:39:25 UTC 2026","passed","Fri May 01 07:39:26 UTC 2026","TestUI","test_login","",""
"","2885","test_navigation_to_books[chromium]","tests.UI_tests","Fri May 01 07:39:12 UTC 2026","passed","Fri May 01 07:39:15 UTC 2026","","test_books_page","",""
"","779","test_search_opens[chromium]","tests.UI_tests","Fri May 01 07:39:46 UTC 2026","passed","Fri May 01 07:39:47 UTC 2026","","test_search_opens","",""
"","307","test_main_page_headers","tests.API_tests","Fri May 01 07:39:05 UTC 2026","passed","Fri May 01 07:39:05 UTC 2026","","test_api","",""
