"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Проверяет доступность подразделов сайта","19098","test_sections_availability[books-Books]","tests.API_tests","Wed May 06 19:18:42 UTC 2026","broken","Wed May 06 19:19:01 UTC 2026","","test_api","",""
"","944","test_create_token","tests.API_tests","Wed May 06 22:07:21 UTC 2026","passed","Wed May 06 22:07:22 UTC 2026","","test_restful_booker","",""
"","5563","test_login_short[chromium-your@email.com]","tests.UI_tests","Thu Apr 30 11:37:42 UTC 2026","passed","Thu Apr 30 11:37:48 UTC 2026","","test_login","",""
"","974","test_homepage_visual_layout[chromium]","tests.UI_tests","Sun May 10 19:58:22 UTC 2026","passed","Sun May 10 19:58:23 UTC 2026","","test_navigation","",""
"","1028","test_sign_button_exists_on_homepage[chromium]","tests.UI_tests","Sun May 10 19:58:26 UTC 2026","passed","Sun May 10 19:58:27 UTC 2026","","test_home_page","",""
"Негативный тест: проверка отсутствия результатов","6376","test_search_negative_no_results[chromium]","tests.UI_tests","Sun May 10 19:58:20 UTC 2026","passed","Sun May 10 19:58:26 UTC 2026","","test_for_books_new","",""
"","1243","test_search_no_results_parametrized[chromium-\u041e\u0447\u0435\u043d\u044c\u0414\u043b\u0438\u043d\u043d\u0430\u044f\u0421\u0442\u0440\u043e\u043a\u0430\u041a\u043e\u0442\u043e\u0440\u043e\u0439\u041d\u0435\u0442\u041d\u0430\u0421\u0430\u0439\u0442\u0435-long_string]","tests.e2e_tests","Sun May 10 19:58:40 UTC 2026","passed","Sun May 10 19:58:41 UTC 2026","","test_negative1","",""
"","1227","test_navigation_to_any_menu_item[chromium]","tests.UI_tests","Sun May 10 19:58:24 UTC 2026","passed","Sun May 10 19:58:25 UTC 2026","","test_navigation_to_about","",""
"","81","test_create_booking_e2e","tests.API_tests","Sun May 10 19:58:44 UTC 2026","passed","Sun May 10 19:58:44 UTC 2026","TestBookerAPI","test_restful_booker","",""
"","720","test_api_ping","tests.API_tests","Wed May 06 22:07:24 UTC 2026","broken","Wed May 06 22:07:25 UTC 2026","","test_restful_booker","",""
"","1556","test_navigation_menu_responsive[chromium]","tests.UI_tests","Sun May 10 19:58:23 UTC 2026","passed","Sun May 10 19:58:24 UTC 2026","","test_navigation","",""
"","1146","test_search_no_results[chromium]","tests.e2e_tests","Sun May 10 19:58:39 UTC 2026","passed","Sun May 10 19:58:40 UTC 2026","","test_negative","",""
"","85","test_data_structure","tests.API_tests","Sun May 10 19:58:44 UTC 2026","passed","Sun May 10 19:58:44 UTC 2026","TestBookerAPI","test_restful_booker","",""
"","602","test_create_and_verify_booking","tests.API_tests","Sun May 10 19:58:18 UTC 2026","passed","Sun May 10 19:58:18 UTC 2026","","test_api","",""
"Проверяет, что заголовок из UI присутствует в коде API","19105","test_latest_article_consistency[chromium]","tests.API_tests","Wed May 06 19:07:05 UTC 2026","broken","Wed May 06 19:07:24 UTC 2026","","test_api","",""
"","1096","test_search_no_results_parametrized[chromium-!@#$%^&*-special_chars]","tests.e2e_tests","Sun May 10 19:58:39 UTC 2026","passed","Sun May 10 19:58:40 UTC 2026","","test_negative1","",""
"","1236","test_e2e_open_article[chromium]","tests.e2e_tests","Sun May 10 19:58:42 UTC 2026","passed","Sun May 10 19:58:44 UTC 2026","","test_search_e2e","",""
"","1041","test_newsletter_subscription_page_load[chromium]","tests.UI_tests","Sun May 10 19:58:27 UTC 2026","passed","Sun May 10 19:58:28 UTC 2026","","test_newsletter_subscription","",""
"","19110","test_main_page_headers","tests.API_tests","Wed May 06 19:17:43 UTC 2026","broken","Wed May 06 19:18:02 UTC 2026","","test_api","",""
"","1340","test_navigate_to_books[chromium]","tests.UI_tests","Sun May 10 19:58:27 UTC 2026","passed","Sun May 10 19:58:29 UTC 2026","TestUI","test_login","",""
"Проверяет доступность подразделов сайта","19116","test_sections_availability[tag/tools-Tools]","tests.API_tests","Wed May 06 19:18:55 UTC 2026","broken","Wed May 06 19:19:14 UTC 2026","","test_api","",""
"","3403","test_search_flow_debug[chromium]","tests.e2e_tests","Sun May 10 19:58:37 UTC 2026","passed","Sun May 10 19:58:40 UTC 2026","","test_about_flow","",""
"","1242","test_search_no_results_parametrized[chromium-    -spaces]","tests.e2e_tests","Sun May 10 19:58:41 UTC 2026","passed","Sun May 10 19:58:42 UTC 2026","","test_negative1","",""
"","1019","test_home_has_books[chromium]","tests.e2e_tests","Sun May 10 19:58:34 UTC 2026","passed","Sun May 10 19:58:35 UTC 2026","","test_homepage_displays_book_cards","",""
"","19095","test_main_page_content_integrity","tests.API_tests","Wed May 06 19:17:56 UTC 2026","broken","Wed May 06 19:18:15 UTC 2026","","test_api","",""
"","3361","test_navigation_to_books[chromium]","tests.UI_tests","Sun May 10 19:58:23 UTC 2026","passed","Sun May 10 19:58:26 UTC 2026","","test_books_page","",""
"","19113","test_main_page_performance","tests.API_tests","Wed May 06 19:17:51 UTC 2026","broken","Wed May 06 19:18:10 UTC 2026","","test_api","",""
"","1789","test_navigate_to_tools[chromium]","tests.UI_tests","Sun May 10 19:58:33 UTC 2026","passed","Sun May 10 19:58:35 UTC 2026","","test_navigate_to_tools","",""
"","2614","test_search_logic[chromium]","tests.UI_tests","Sun May 10 19:58:19 UTC 2026","passed","Sun May 10 19:58:22 UTC 2026","","test_AAA_search","",""
"","491","test_booking_headers","tests.API_tests","Sun May 10 19:58:45 UTC 2026","passed","Sun May 10 19:58:45 UTC 2026","TestBookerAPI","test_restful_booker","",""
"","1178","test_search_no_results_parametrized[chromium-\u041f\u0440\u0438\u0432\u0435\u0442\u041c\u0438\u0440-cyrillic]","tests.e2e_tests","Sun May 10 19:58:42 UTC 2026","passed","Sun May 10 19:58:43 UTC 2026","","test_negative1","",""
"","79","test_filter_by_name[Jim]","tests.API_tests","Sun May 10 19:58:44 UTC 2026","passed","Sun May 10 19:58:45 UTC 2026","TestBookerAPI","test_restful_booker","",""
"","3387","test_login_success[chromium]","tests.UI_tests","Thu Apr 30 13:37:25 UTC 2026","broken","Thu Apr 30 13:37:29 UTC 2026","TestLogin","test_login","",""
"","411","test_booking_ids_structure","tests.API_tests","Sun May 10 19:58:19 UTC 2026","passed","Sun May 10 19:58:19 UTC 2026","","test_api","",""
"","1034","test_search_no_results_parametrized[chromium-1234567890-digits]","tests.e2e_tests","Sun May 10 19:58:40 UTC 2026","passed","Sun May 10 19:58:41 UTC 2026","","test_negative1","",""
"","300","test_filter_bookings_by_name[Sally-Brown]","tests.API_tests","Sun May 10 19:58:18 UTC 2026","passed","Sun May 10 19:58:19 UTC 2026","","test_api","",""
"","217","test_api_performance","tests.API_tests","Sun May 10 19:58:44 UTC 2026","passed","Sun May 10 19:58:44 UTC 2026","TestBookerAPI","test_restful_booker","",""
"","271","test_api_ping_status","tests.API_tests","Sun May 10 19:58:18 UTC 2026","passed","Sun May 10 19:58:18 UTC 2026","","test_api","",""
"","1066","test_search_opens[chromium]","tests.UI_tests","Sun May 10 19:58:33 UTC 2026","passed","Sun May 10 19:58:34 UTC 2026","","test_search_opens","",""
"","19700","test_search_works[chromium]","tests.UI_tests","Thu Apr 30 13:38:21 UTC 2026","failed","Thu Apr 30 13:38:41 UTC 2026","TestNavigation","test_login","",""
"","3363","test_login_failed[chromium]","tests.UI_tests","Thu Apr 30 13:37:30 UTC 2026","broken","Thu Apr 30 13:37:33 UTC 2026","TestLogin","test_login","",""
"","0","test_simple_login_check[chromium]","tests.UI_tests","Thu Apr 30 13:27:00 UTC 2026","broken","Thu Apr 30 13:27:00 UTC 2026","","test_login","",""
"","971","test_search_for_books_with_pom[chromium]","tests.UI_tests","Sun May 10 19:58:32 UTC 2026","passed","Sun May 10 19:58:33 UTC 2026","","test_search_for_books","",""
"","1717","test_search_via_iframe[chromium]","tests.e2e_tests","Sun May 10 19:58:43 UTC 2026","passed","Sun May 10 19:58:44 UTC 2026","","test_search_via_iframe","",""
