"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1769","test_search_logic[chromium]","tests.UI_tests","Wed Apr 29 20:30:56 UTC 2026","passed","Wed Apr 29 20:30:57 UTC 2026","","test_AAA_search","",""
"","975","test_login_short[chromium-your@email.com]","tests.UI_tests","Wed Apr 29 20:31:24 UTC 2026","passed","Wed Apr 29 20:31:25 UTC 2026","","test_login","",""
"","1131","test_main_page_status","tests.API_tests","Wed Apr 29 20:30:49 UTC 2026","passed","Wed Apr 29 20:30:50 UTC 2026","","test_api","",""
"Проверяет доступность подразделов сайта","992","test_sections_availability[tools-Tools]","tests.API_tests","Wed Apr 29 20:32:12 UTC 2026","passed","Wed Apr 29 20:32:13 UTC 2026","","test_api","",""
"","899","test_home_has_books[chromium]","tests.e2e_tests","Wed Apr 29 20:31:53 UTC 2026","passed","Wed Apr 29 20:31:54 UTC 2026","","test_homepage_displays_book_cards","",""
"","3429","test_navigation_to_books[chromium]","tests.UI_tests","Wed Apr 29 20:30:59 UTC 2026","passed","Wed Apr 29 20:31:02 UTC 2026","","test_books_page","",""
"","1067","test_navigation_books_section_e2e[chromium]","tests.e2e_tests","Wed Apr 29 20:31:57 UTC 2026","passed","Wed Apr 29 20:31:59 UTC 2026","","test_navigation_books_section_e2e","",""
"","1174","test_navigation_to_any_menu_item[chromium]","tests.UI_tests","Wed Apr 29 20:31:29 UTC 2026","passed","Wed Apr 29 20:31:30 UTC 2026","","test_navigation_to_about","",""
"","1491","test_verify_articles_api_and_ui[chromium]","tests.API_tests","Wed Apr 29 20:30:54 UTC 2026","passed","Wed Apr 29 20:30:56 UTC 2026","","test_api1","",""
"","482","test_main_page_headers","tests.API_tests","Wed Apr 29 20:30:50 UTC 2026","passed","Wed Apr 29 20:30:50 UTC 2026","","test_api","",""
"","3160","test_search_flow_debug[chromium]","tests.e2e_tests","Wed Apr 29 20:31:45 UTC 2026","passed","Wed Apr 29 20:31:48 UTC 2026","","test_about_flow","",""
"","971","test_search_no_results_parametrized[chromium-!@#$%^&*-special_chars]","tests.e2e_tests","Wed Apr 29 20:32:02 UTC 2026","passed","Wed Apr 29 20:32:03 UTC 2026","","test_negative1","",""
"","941","test_search_no_results_parametrized[chromium-\u041f\u0440\u0438\u0432\u0435\u0442\u041c\u0438\u0440-cyrillic]","tests.e2e_tests","Wed Apr 29 20:32:06 UTC 2026","passed","Wed Apr 29 20:32:07 UTC 2026","","test_negative1","",""
"Проверяет доступность подразделов сайта","1126","test_sections_availability[tag/tools-Tools]","tests.API_tests","Wed Apr 29 20:32:13 UTC 2026","passed","Wed Apr 29 20:32:14 UTC 2026","","test_api","",""
"","887","test_newsletter_subscription_page_load[chromium]","tests.UI_tests","Wed Apr 29 20:31:32 UTC 2026","passed","Wed Apr 29 20:31:33 UTC 2026","","test_newsletter_subscription","",""
"","1621","test_navigation_to_books[chromium]","tests.UI_tests","Wed Apr 29 20:31:30 UTC 2026","passed","Wed Apr 29 20:31:32 UTC 2026","","test_navigation_to_books","",""
"","1639","test_login_success_simulation[chromium-test@example.com-123456]","tests.UI_tests","Wed Apr 29 20:31:41 UTC 2026","passed","Wed Apr 29 20:31:43 UTC 2026","","test_search_content","",""
"","935","test_search_no_results_parametrized[chromium-\u041e\u0447\u0435\u043d\u044c\u0414\u043b\u0438\u043d\u043d\u0430\u044f\u0421\u0442\u0440\u043e\u043a\u0430\u041a\u043e\u0442\u043e\u0440\u043e\u0439\u041d\u0435\u0442\u041d\u0430\u0421\u0430\u0439\u0442\u0435-long_string]","tests.e2e_tests","Wed Apr 29 20:32:04 UTC 2026","passed","Wed Apr 29 20:32:05 UTC 2026","","test_negative1","",""
"","1162","test_open_article_and_verify_title[chromium]","tests.e2e_tests","Wed Apr 29 20:32:07 UTC 2026","passed","Wed Apr 29 20:32:08 UTC 2026","","test_open_article_and_verify_title_e2e","",""
"","1055","test_navigation_menu_responsive[chromium]","tests.UI_tests","Wed Apr 29 20:31:28 UTC 2026","passed","Wed Apr 29 20:31:29 UTC 2026","","test_navigation","",""
"","1450","test_search_via_iframe[chromium]","tests.e2e_tests","Wed Apr 29 20:32:09 UTC 2026","passed","Wed Apr 29 20:32:11 UTC 2026","","test_search_via_iframe","",""
"Позитивный тест: должен пройти со словом AI","2960","test_search_valid_book[chromium]","tests.UI_tests","Wed Apr 29 20:31:02 UTC 2026","passed","Wed Apr 29 20:31:05 UTC 2026","","test_for_books_new","",""
"","1051","test_search_clear[chromium]","tests.e2e_tests","Wed Apr 29 20:32:01 UTC 2026","passed","Wed Apr 29 20:32:02 UTC 2026","","test_negative","",""
"","873","test_homepage_visual_layout[chromium]","tests.UI_tests","Wed Apr 29 20:31:27 UTC 2026","passed","Wed Apr 29 20:31:28 UTC 2026","","test_navigation","",""
"","6724","test_search_for_books[chromium]","tests.UI_tests","Wed Apr 29 20:31:34 UTC 2026","passed","Wed Apr 29 20:31:41 UTC 2026","","test_search_books_bytitle","",""
"Проверяет доступность подразделов сайта","996","test_sections_availability[books-Books]","tests.API_tests","Wed Apr 29 20:32:11 UTC 2026","passed","Wed Apr 29 20:32:12 UTC 2026","","test_api","",""
"","928","test_account_form_opens[chromium]","tests.e2e_tests","Wed Apr 29 20:31:59 UTC 2026","passed","Wed Apr 29 20:32:00 UTC 2026","","test_negative","",""
"","1716","test_navigate_to_tools[chromium]","tests.UI_tests","Wed Apr 29 20:31:25 UTC 2026","passed","Wed Apr 29 20:31:27 UTC 2026","","test_navigate_to_tools","",""
"","4910","test_full_navigation_e2e[chromium]","tests.e2e_tests","Wed Apr 29 20:31:48 UTC 2026","passed","Wed Apr 29 20:31:53 UTC 2026","","test_e2e_flow","",""
"","638","test_main_page_performance","tests.API_tests","Wed Apr 29 20:30:50 UTC 2026","passed","Wed Apr 29 20:30:51 UTC 2026","","test_api","",""
