"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","768","test_search_opens[chromium]","tests.UI_tests","Sun Apr 26 23:24:22 UTC 2026","passed","Sun Apr 26 23:24:23 UTC 2026","","test_search_opens","",""
"","761","test_account_form_opens[chromium]","tests.e2e_tests","Sun Apr 26 23:24:37 UTC 2026","passed","Sun Apr 26 23:24:37 UTC 2026","","test_negative","",""
"","3542","test_search_flow_debug[chromium]","tests.e2e_tests","Sun Apr 26 23:24:23 UTC 2026","passed","Sun Apr 26 23:24:26 UTC 2026","","test_about_flow","",""
"","959","test_open_article_and_verify_title[chromium]","tests.e2e_tests","Sun Apr 26 23:24:45 UTC 2026","passed","Sun Apr 26 23:24:46 UTC 2026","","test_open_article_and_verify_title_e2e","",""
"","1494","test_navigate_to_tools[chromium]","tests.UI_tests","Sun Apr 26 23:24:05 UTC 2026","passed","Sun Apr 26 23:24:06 UTC 2026","","test_navigate_to_tools","",""
"","2878","test_navigation_to_books[chromium]","tests.UI_tests","Sun Apr 26 23:23:39 UTC 2026","passed","Sun Apr 26 23:23:42 UTC 2026","","test_books_page","",""
"","332","test_main_page_content_integrity","tests.API_tests","Sun Apr 26 23:23:33 UTC 2026","passed","Sun Apr 26 23:23:34 UTC 2026","","test_api","",""
"","318","test_main_page_performance","tests.API_tests","Sun Apr 26 23:23:33 UTC 2026","passed","Sun Apr 26 23:23:33 UTC 2026","","test_api","",""
"","764","test_search_no_results_parametrized[chromium-\u041e\u0447\u0435\u043d\u044c\u0414\u043b\u0438\u043d\u043d\u0430\u044f\u0421\u0442\u0440\u043e\u043a\u0430\u041a\u043e\u0442\u043e\u0440\u043e\u0439\u041d\u0435\u0442\u041d\u0430\u0421\u0430\u0439\u0442\u0435-long_string]","tests.e2e_tests","Sun Apr 26 23:24:42 UTC 2026","passed","Sun Apr 26 23:24:43 UTC 2026","","test_negative1","",""
"Проверяет доступность подразделов сайта","457","test_sections_availability[books-Books]","tests.API_tests","Sun Apr 26 23:24:49 UTC 2026","passed","Sun Apr 26 23:24:49 UTC 2026","","test_api","",""
"","924","test_account_button_is_visible_after_login[chromium]","tests.UI_tests","Sun Apr 26 23:23:38 UTC 2026","passed","Sun Apr 26 23:23:39 UTC 2026","","test_account_button","",""
"","990","test_open_first_book[chromium]","tests.UI_tests","Sun Apr 26 23:24:11 UTC 2026","passed","Sun Apr 26 23:24:12 UTC 2026","","test_open_first_book","",""
"","762","test_search_no_results_parametrized[chromium-\u041f\u0440\u0438\u0432\u0435\u0442\u041c\u0438\u0440-cyrillic]","tests.e2e_tests","Sun Apr 26 23:24:44 UTC 2026","passed","Sun Apr 26 23:24:45 UTC 2026","","test_negative1","",""
"","786","test_search_clear[chromium]","tests.e2e_tests","Sun Apr 26 23:24:39 UTC 2026","passed","Sun Apr 26 23:24:40 UTC 2026","","test_negative","",""
"","1034","test_verify_articles_api_and_ui[chromium]","tests.API_tests","Sun Apr 26 23:23:35 UTC 2026","passed","Sun Apr 26 23:23:36 UTC 2026","","test_api1","",""
"Позитивный тест: должен пройти со словом AI","1876","test_search_valid_book[chromium]","tests.UI_tests","Sun Apr 26 23:23:42 UTC 2026","passed","Sun Apr 26 23:23:44 UTC 2026","","test_for_books_new","",""
"","777","test_search_no_results_parametrized[chromium-1234567890-digits]","tests.e2e_tests","Sun Apr 26 23:24:41 UTC 2026","passed","Sun Apr 26 23:24:42 UTC 2026","","test_negative1","",""
"","683","test_home_has_books[chromium]","tests.e2e_tests","Sun Apr 26 23:24:31 UTC 2026","passed","Sun Apr 26 23:24:32 UTC 2026","","test_homepage_displays_book_cards","",""
"","960","test_navigation_to_any_menu_item[chromium]","tests.UI_tests","Sun Apr 26 23:24:08 UTC 2026","passed","Sun Apr 26 23:24:09 UTC 2026","","test_navigation_to_about","",""
"","766","test_search_no_results[chromium]","tests.e2e_tests","Sun Apr 26 23:24:38 UTC 2026","passed","Sun Apr 26 23:24:39 UTC 2026","","test_negative","",""
"","3477","test_independent_flow[chromium]","tests.e2e_tests","Sun Apr 26 23:24:32 UTC 2026","passed","Sun Apr 26 23:24:36 UTC 2026","","test_independent_flow","",""
"Проверяет доступность подразделов сайта","491","test_sections_availability[tools-Tools]","tests.API_tests","Sun Apr 26 23:24:49 UTC 2026","passed","Sun Apr 26 23:24:50 UTC 2026","","test_api","",""
"","766","test_search_no_results_parametrized[chromium-!@#$%^&*-special_chars]","tests.e2e_tests","Sun Apr 26 23:24:40 UTC 2026","passed","Sun Apr 26 23:24:41 UTC 2026","","test_negative1","",""
"","1011","test_login_short[chromium-your@email.com]","tests.UI_tests","Sun Apr 26 23:24:04 UTC 2026","passed","Sun Apr 26 23:24:05 UTC 2026","","test_login","",""
"Проверяет доступность подразделов сайта","526","test_sections_availability[tag/tools-Tools]","tests.API_tests","Sun Apr 26 23:24:50 UTC 2026","passed","Sun Apr 26 23:24:50 UTC 2026","","test_api","",""
"","4610","test_full_navigation_e2e[chromium]","tests.e2e_tests","Sun Apr 26 23:24:27 UTC 2026","passed","Sun Apr 26 23:24:31 UTC 2026","","test_e2e_flow","",""
"","1331","test_navigation_to_books[chromium]","tests.UI_tests","Sun Apr 26 23:24:09 UTC 2026","passed","Sun Apr 26 23:24:10 UTC 2026","","test_navigation_to_books","",""
"","1510","test_search_logic[chromium]","tests.UI_tests","Sun Apr 26 23:23:37 UTC 2026","passed","Sun Apr 26 23:23:38 UTC 2026","","test_AAA_search","",""
