"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","test_search_no_results_parametrized[chromium-    -spaces]","tests.e2e_tests","Thu Apr 30 14:22:55 UTC 2026","broken","Thu Apr 30 14:22:55 UTC 2026","","test_negative1","",""
"","0","test_search_clear[chromium]","tests.e2e_tests","Thu Apr 30 14:22:55 UTC 2026","broken","Thu Apr 30 14:22:55 UTC 2026","","test_negative","",""
"","0","test_search_for_books[chromium]","tests.UI_tests","Thu Apr 30 14:22:53 UTC 2026","broken","Thu Apr 30 14:22:53 UTC 2026","","test_search_books_bytitle","",""
"","0","test_newsletter_subscription_page_load[chromium]","tests.UI_tests","Thu Apr 30 14:22:53 UTC 2026","broken","Thu Apr 30 14:22:53 UTC 2026","","test_newsletter_subscription","",""
"Проверяет доступность подразделов сайта","1138","test_sections_availability[tools-Tools]","tests.API_tests","Thu Apr 30 14:22:57 UTC 2026","passed","Thu Apr 30 14:22:58 UTC 2026","","test_api","",""
"","0","test_navigation_to_books[chromium]","tests.UI_tests","Thu Apr 30 14:22:52 UTC 2026","broken","Thu Apr 30 14:22:52 UTC 2026","","test_books_page","",""
"","0","test_navigation_to_books[chromium]","tests.UI_tests","Thu Apr 30 14:22:53 UTC 2026","broken","Thu Apr 30 14:22:53 UTC 2026","","test_navigation_to_books","",""
"","0","test_navigation_books_section_e2e[chromium]","tests.e2e_tests","Thu Apr 30 14:22:54 UTC 2026","broken","Thu Apr 30 14:22:54 UTC 2026","","test_navigation_books_section_e2e","",""
"","846","test_main_page_status","tests.API_tests","Thu Apr 30 14:22:49 UTC 2026","passed","Thu Apr 30 14:22:50 UTC 2026","","test_api","",""
"","0","test_login_success_simulation[chromium-test@example.com-123456]","tests.UI_tests","Thu Apr 30 14:22:53 UTC 2026","broken","Thu Apr 30 14:22:53 UTC 2026","","test_search_content","",""
"","0","test_navigation_to_any_menu_item[chromium]","tests.UI_tests","Thu Apr 30 14:22:53 UTC 2026","broken","Thu Apr 30 14:22:53 UTC 2026","","test_navigation_to_about","",""
"","0","test_search_no_results_parametrized[chromium-\u041f\u0440\u0438\u0432\u0435\u0442\u041c\u0438\u0440-cyrillic]","tests.e2e_tests","Thu Apr 30 14:22:55 UTC 2026","broken","Thu Apr 30 14:22:55 UTC 2026","","test_negative1","",""
"","0","test_search_no_results_parametrized[chromium-1234567890-digits]","tests.e2e_tests","Thu Apr 30 14:22:55 UTC 2026","broken","Thu Apr 30 14:22:55 UTC 2026","","test_negative1","",""
"","0","test_open_first_book[chromium]","tests.UI_tests","Thu Apr 30 14:22:53 UTC 2026","broken","Thu Apr 30 14:22:53 UTC 2026","","test_open_first_book","",""
"","0","test_search_no_results[chromium]","tests.e2e_tests","Thu Apr 30 14:22:55 UTC 2026","broken","Thu Apr 30 14:22:55 UTC 2026","","test_negative","",""
"","0","test_account_button_is_visible_after_login[chromium]","tests.UI_tests","Thu Apr 30 14:22:52 UTC 2026","broken","Thu Apr 30 14:22:52 UTC 2026","","test_account_button","",""
"","0","test_login_short[chromium-your@email.com]","tests.UI_tests","Thu Apr 30 14:22:52 UTC 2026","broken","Thu Apr 30 14:22:52 UTC 2026","","test_login","",""
"","0","test_search_opens[chromium]","tests.UI_tests","Thu Apr 30 14:22:54 UTC 2026","broken","Thu Apr 30 14:22:54 UTC 2026","","test_search_opens","",""
