"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","4056","test_search_no_results_parametrized[chromium-\u041f\u0440\u0438\u0432\u0435\u0442\u041c\u0438\u0440-cyrillic]","tests.e2e_tests","Fri May 01 08:06:09 UTC 2026","passed","Fri May 01 08:06:13 UTC 2026","","test_negative1","",""
"","3420","test_account_button_is_visible_after_login[chromium]","tests.UI_tests","Fri May 01 08:03:28 UTC 2026","passed","Fri May 01 08:03:32 UTC 2026","","test_account_button","",""
"Негативный тест: проверка отсутствия результатов","9426","test_search_negative_no_results[chromium]","tests.UI_tests","Fri May 01 08:03:45 UTC 2026","passed","Fri May 01 08:03:55 UTC 2026","","test_for_books_new","",""
"","3403","test_open_first_book[chromium]","tests.UI_tests","Fri May 01 08:04:32 UTC 2026","passed","Fri May 01 08:04:35 UTC 2026","","test_open_first_book","",""
"","5563","test_login_short[chromium-your@email.com]","tests.UI_tests","Thu Apr 30 11:37:42 UTC 2026","passed","Thu Apr 30 11:37:48 UTC 2026","","test_login","",""
"","780","test_main_page_status","tests.API_tests","Fri May 01 08:03:12 UTC 2026","passed","Fri May 01 08:03:13 UTC 2026","","test_api","",""
"","3265","test_navigation_menu_responsive[chromium]","tests.UI_tests","Fri May 01 08:04:16 UTC 2026","passed","Fri May 01 08:04:20 UTC 2026","","test_navigation","",""
"","3805","test_search_for_books_with_pom[chromium]","tests.UI_tests","Fri May 01 08:04:50 UTC 2026","passed","Fri May 01 08:04:54 UTC 2026","","test_search_for_books","",""
"","9165","test_search_for_books[chromium]","tests.UI_tests","Fri May 01 08:04:36 UTC 2026","passed","Fri May 01 08:04:45 UTC 2026","","test_search_books_bytitle","",""
"","3582","test_verify_articles_api_and_ui[chromium]","tests.API_tests","Fri May 01 08:03:19 UTC 2026","passed","Fri May 01 08:03:23 UTC 2026","","test_api1","",""
"","3530","test_search_opens[chromium]","tests.UI_tests","Fri May 01 08:04:54 UTC 2026","passed","Fri May 01 08:04:58 UTC 2026","","test_search_opens","",""
"","7029","test_search_flow_debug[chromium]","tests.e2e_tests","Fri May 01 08:04:58 UTC 2026","passed","Fri May 01 08:05:05 UTC 2026","","test_about_flow","",""
"","2773","test_homepage_visual_layout[chromium]","tests.UI_tests","Fri May 01 08:04:13 UTC 2026","passed","Fri May 01 08:04:16 UTC 2026","","test_navigation","",""
"","4991","test_search_logic[chromium]","tests.UI_tests","Fri May 01 08:03:23 UTC 2026","passed","Fri May 01 08:03:28 UTC 2026","","test_AAA_search","",""
"Проверяет доступность подразделов сайта","678","test_sections_availability[books-Books]","tests.API_tests","Fri May 01 08:05:54 UTC 2026","passed","Fri May 01 08:05:55 UTC 2026","","test_api","",""
"","6237","test_independent_flow[chromium]","tests.e2e_tests","Fri May 01 08:05:17 UTC 2026","passed","Fri May 01 08:05:23 UTC 2026","","test_independent_flow","",""
"","6115","test_navigation_to_books[chromium]","tests.UI_tests","Fri May 01 08:03:32 UTC 2026","passed","Fri May 01 08:03:38 UTC 2026","","test_books_page","",""
"","4075","test_navigate_to_books[chromium]","tests.UI_tests","Fri May 01 15:24:55 UTC 2026","passed","Fri May 01 15:24:59 UTC 2026","TestUI","test_login","",""
"","19700","test_search_works[chromium]","tests.UI_tests","Thu Apr 30 13:38:21 UTC 2026","failed","Thu Apr 30 13:38:41 UTC 2026","TestNavigation","test_login","",""
"Проверяет доступность подразделов сайта","622","test_sections_availability[tools-Tools]","tests.API_tests","Fri May 01 08:05:55 UTC 2026","passed","Fri May 01 08:05:56 UTC 2026","","test_api","",""
