"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2919","test_navigation_to_books[chromium]","tests.UI_tests","Fri May 01 15:27:46 UTC 2026","passed","Fri May 01 15:27:49 UTC 2026","","test_books_page","",""
"","416","test_main_page_content_integrity","tests.API_tests","Fri May 01 15:27:39 UTC 2026","passed","Fri May 01 15:27:40 UTC 2026","","test_api","",""
"","1062","test_open_article_and_verify_title[chromium]","tests.e2e_tests","Fri May 01 15:28:41 UTC 2026","passed","Fri May 01 15:28:42 UTC 2026","","test_open_article_and_verify_title_e2e","",""
"","832","test_search_no_results_parametrized[chromium-\u041f\u0440\u0438\u0432\u0435\u0442\u041c\u0438\u0440-cyrillic]","tests.e2e_tests","Fri May 01 15:28:40 UTC 2026","passed","Fri May 01 15:28:41 UTC 2026","","test_negative1","",""
"","914","test_search_no_results_parametrized[chromium-\u041e\u0447\u0435\u043d\u044c\u0414\u043b\u0438\u043d\u043d\u0430\u044f\u0421\u0442\u0440\u043e\u043a\u0430\u041a\u043e\u0442\u043e\u0440\u043e\u0439\u041d\u0435\u0442\u041d\u0430\u0421\u0430\u0439\u0442\u0435-long_string]","tests.e2e_tests","Fri May 01 15:28:39 UTC 2026","passed","Fri May 01 15:28:40 UTC 2026","","test_negative1","",""
"Проверяет доступность подразделов сайта","770","test_sections_availability[books-Books]","tests.API_tests","Fri May 01 15:28:45 UTC 2026","passed","Fri May 01 15:28:46 UTC 2026","","test_api","",""
"","709","test_homepage_visual_layout[chromium]","tests.UI_tests","Fri May 01 15:28:06 UTC 2026","passed","Fri May 01 15:28:06 UTC 2026","","test_navigation","",""
"","3387","test_login_success[chromium]","tests.UI_tests","Thu Apr 30 13:37:25 UTC 2026","broken","Thu Apr 30 13:37:29 UTC 2026","TestLogin","test_login","",""
"","3532","test_independent_flow[chromium]","tests.e2e_tests","Fri May 01 15:28:30 UTC 2026","passed","Fri May 01 15:28:33 UTC 2026","","test_independent_flow","",""
"Проверяет доступность подразделов сайта","1003","test_sections_availability[tag/tools-Tools]","tests.API_tests","Fri May 01 15:28:47 UTC 2026","passed","Fri May 01 15:28:48 UTC 2026","","test_api","",""
"","792","test_search_opens[chromium]","tests.UI_tests","Fri May 01 15:28:21 UTC 2026","passed","Fri May 01 15:28:21 UTC 2026","","test_search_opens","",""
"Проверяет доступность подразделов сайта","1011","test_sections_availability[tools-Tools]","tests.API_tests","Fri May 01 15:28:46 UTC 2026","passed","Fri May 01 15:28:47 UTC 2026","","test_api","",""
"","677","test_sign_button_exists_on_homepage[chromium]","tests.UI_tests","Fri May 01 15:27:58 UTC 2026","passed","Fri May 01 15:27:59 UTC 2026","","test_home_page","",""
"","1319","test_search_via_iframe[chromium]","tests.e2e_tests","Fri May 01 15:28:44 UTC 2026","passed","Fri May 01 15:28:45 UTC 2026","","test_search_via_iframe","",""
"","6524","test_search_for_books[chromium]","tests.UI_tests","Fri May 01 15:28:12 UTC 2026","passed","Fri May 01 15:28:18 UTC 2026","","test_search_books_bytitle","",""
"Позитивный тест: должен пройти со словом AI","3092","test_search_valid_book[chromium]","tests.UI_tests","Fri May 01 15:27:49 UTC 2026","passed","Fri May 01 15:27:52 UTC 2026","","test_for_books_new","",""
"","2789","test_search_flow_debug[chromium]","tests.e2e_tests","Fri May 01 15:28:22 UTC 2026","passed","Fri May 01 15:28:24 UTC 2026","","test_about_flow","",""
"","1136","test_verify_articles_api_and_ui[chromium]","tests.API_tests","Fri May 01 15:27:42 UTC 2026","passed","Fri May 01 15:27:44 UTC 2026","","test_api1","",""
"","1627","test_login_success_simulation[chromium-test@example.com-123456]","tests.UI_tests","Fri May 01 15:28:18 UTC 2026","passed","Fri May 01 15:28:20 UTC 2026","","test_search_content","",""
"","293","test_main_page_headers","tests.API_tests","Fri May 01 15:27:38 UTC 2026","passed","Fri May 01 15:27:39 UTC 2026","","test_api","",""
"Негативный тест: проверка отсутствия результатов","6014","test_search_negative_no_results[chromium]","tests.UI_tests","Fri May 01 15:27:52 UTC 2026","passed","Fri May 01 15:27:58 UTC 2026","","test_for_books_new","",""
"","0","test_simple_login_check[chromium]","tests.UI_tests","Thu Apr 30 13:27:00 UTC 2026","broken","Thu Apr 30 13:27:00 UTC 2026","","test_login","",""
"","1026","test_main_page_status","tests.API_tests","Fri May 01 15:27:37 UTC 2026","passed","Fri May 01 15:27:38 UTC 2026","","test_api","",""
"Проверяет, что заголовок из UI присутствует в коде API","1179","test_latest_article_consistency[chromium]","tests.API_tests","Fri May 01 15:27:41 UTC 2026","passed","Fri May 01 15:27:42 UTC 2026","","test_api","",""
"","1395","test_navigate_to_tools[chromium]","tests.UI_tests","Fri May 01 15:28:04 UTC 2026","passed","Fri May 01 15:28:06 UTC 2026","","test_navigate_to_tools","",""
"","991","test_open_first_book[chromium]","tests.UI_tests","Fri May 01 15:28:11 UTC 2026","passed","Fri May 01 15:28:12 UTC 2026","","test_open_first_book","",""
"","727","test_home_has_books[chromium]","tests.e2e_tests","Fri May 01 15:28:29 UTC 2026","passed","Fri May 01 15:28:30 UTC 2026","","test_homepage_displays_book_cards","",""
"","797","test_search_no_results_parametrized[chromium-    -spaces]","tests.e2e_tests","Fri May 01 15:28:40 UTC 2026","passed","Fri May 01 15:28:40 UTC 2026","","test_negative1","",""
"","794","test_search_no_results[chromium]","tests.e2e_tests","Fri May 01 15:28:35 UTC 2026","passed","Fri May 01 15:28:36 UTC 2026","","test_negative","",""
"","813","test_search_no_results_parametrized[chromium-!@#$%^&*-special_chars]","tests.e2e_tests","Fri May 01 15:28:37 UTC 2026","passed","Fri May 01 15:28:38 UTC 2026","","test_negative1","",""
"","886","test_navigation_books_section_e2e[chromium]","tests.e2e_tests","Fri May 01 15:28:33 UTC 2026","passed","Fri May 01 15:28:34 UTC 2026","","test_navigation_books_section_e2e","",""
"","864","test_navigation_menu_responsive[chromium]","tests.UI_tests","Fri May 01 15:28:06 UTC 2026","passed","Fri May 01 15:28:07 UTC 2026","","test_navigation","",""
"","1024","test_navigation_to_any_menu_item[chromium]","tests.UI_tests","Fri May 01 15:28:07 UTC 2026","passed","Fri May 01 15:28:08 UTC 2026","","test_navigation_to_about","",""
"","797","test_search_no_results_parametrized[chromium-1234567890-digits]","tests.e2e_tests","Fri May 01 15:28:38 UTC 2026","passed","Fri May 01 15:28:39 UTC 2026","","test_negative1","",""
"","785","test_search_clear[chromium]","tests.e2e_tests","Fri May 01 15:28:36 UTC 2026","passed","Fri May 01 15:28:37 UTC 2026","","test_negative","",""
"","931","test_navigate_to_books[chromium]","tests.UI_tests","Fri May 01 15:27:59 UTC 2026","passed","Fri May 01 15:28:00 UTC 2026","TestUI","test_login","",""
"","989","test_account_button_is_visible_after_login[chromium]","tests.UI_tests","Fri May 01 15:27:45 UTC 2026","passed","Fri May 01 15:27:46 UTC 2026","","test_account_button","",""
"","4044","test_search_works[chromium]","tests.UI_tests","Fri May 01 15:28:00 UTC 2026","skipped","Fri May 01 15:28:04 UTC 2026","TestUI","test_login","",""
"","682","test_newsletter_subscription_page_load[chromium]","tests.UI_tests","Fri May 01 15:28:10 UTC 2026","passed","Fri May 01 15:28:11 UTC 2026","","test_newsletter_subscription","",""
"","1390","test_navigation_to_books[chromium]","tests.UI_tests","Fri May 01 15:28:08 UTC 2026","passed","Fri May 01 15:28:10 UTC 2026","","test_navigation_to_books","",""
"","3363","test_login_failed[chromium]","tests.UI_tests","Thu Apr 30 13:37:30 UTC 2026","broken","Thu Apr 30 13:37:33 UTC 2026","TestLogin","test_login","",""
"","817","test_account_form_opens[chromium]","tests.e2e_tests","Fri May 01 15:28:34 UTC 2026","passed","Fri May 01 15:28:35 UTC 2026","","test_negative","",""
"","5563","test_login_short[chromium-your@email.com]","tests.UI_tests","Thu Apr 30 11:37:42 UTC 2026","passed","Thu Apr 30 11:37:48 UTC 2026","","test_login","",""
"","3894","test_navigate_to_books[chromium]","tests.UI_tests","Thu Apr 30 13:38:17 UTC 2026","passed","Thu Apr 30 13:38:21 UTC 2026","TestNavigation","test_login","",""
"","818","test_search_for_books_with_pom[chromium]","tests.UI_tests","Fri May 01 15:28:20 UTC 2026","passed","Fri May 01 15:28:21 UTC 2026","","test_search_for_books","",""
"","1033","test_e2e_open_article[chromium]","tests.e2e_tests","Fri May 01 15:28:42 UTC 2026","passed","Fri May 01 15:28:43 UTC 2026","","test_search_e2e","",""
"","4643","test_full_navigation_e2e[chromium]","tests.e2e_tests","Fri May 01 15:28:24 UTC 2026","passed","Fri May 01 15:28:29 UTC 2026","","test_e2e_flow","",""
"","460","test_main_page_performance","tests.API_tests","Fri May 01 15:27:39 UTC 2026","passed","Fri May 01 15:27:39 UTC 2026","","test_api","",""
