"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","6089","test_search_logic[chromium]","tests.UI_tests","Tue May 05 10:05:16 UTC 2026","passed","Tue May 05 10:05:22 UTC 2026","","test_AAA_search","",""
"","7469","test_search_works[chromium]","tests.UI_tests","Tue May 05 10:06:11 UTC 2026","skipped","Tue May 05 10:06:19 UTC 2026","TestUI","test_login","",""
"","3599","test_account_button_is_visible_after_login[chromium]","tests.UI_tests","Tue May 05 10:05:22 UTC 2026","passed","Tue May 05 10:05:26 UTC 2026","","test_account_button","",""
"","438","test_main_page_content_integrity","tests.API_tests","Tue May 05 21:44:54 UTC 2026","passed","Tue May 05 21:44:54 UTC 2026","","test_api","",""
"","999","test_search_no_results[chromium]","tests.e2e_tests","Tue May 05 21:44:53 UTC 2026","passed","Tue May 05 21:44:54 UTC 2026","","test_negative","",""
"","980","test_search_no_results_parametrized[chromium-1234567890-digits]","tests.e2e_tests","Tue May 05 21:44:52 UTC 2026","passed","Tue May 05 21:44:53 UTC 2026","","test_negative1","",""
"","996","test_search_no_results_parametrized[chromium-\u041e\u0447\u0435\u043d\u044c\u0414\u043b\u0438\u043d\u043d\u0430\u044f\u0421\u0442\u0440\u043e\u043a\u0430\u041a\u043e\u0442\u043e\u0440\u043e\u0439\u041d\u0435\u0442\u041d\u0430\u0421\u0430\u0439\u0442\u0435-long_string]","tests.e2e_tests","Tue May 05 21:44:53 UTC 2026","passed","Tue May 05 21:44:54 UTC 2026","","test_negative1","",""
"","3477","test_sign_button_exists_on_homepage[chromium]","tests.UI_tests","Tue May 05 10:06:03 UTC 2026","passed","Tue May 05 10:06:06 UTC 2026","","test_home_page","",""
"","1551","test_search_via_iframe[chromium]","tests.e2e_tests","Tue May 05 21:44:59 UTC 2026","passed","Tue May 05 21:45:01 UTC 2026","","test_search_via_iframe","",""
"Проверяет доступность подразделов сайта","1066","test_sections_availability[tag/tools-Tools]","tests.API_tests","Tue May 05 21:44:56 UTC 2026","passed","Tue May 05 21:44:57 UTC 2026","","test_api","",""
"","0","test_simple_login_check[chromium]","tests.UI_tests","Thu Apr 30 13:27:00 UTC 2026","broken","Thu Apr 30 13:27:00 UTC 2026","","test_login","",""
"","3363","test_login_failed[chromium]","tests.UI_tests","Thu Apr 30 13:37:30 UTC 2026","broken","Thu Apr 30 13:37:33 UTC 2026","TestLogin","test_login","",""
"","3257","test_navigation_menu_responsive[chromium]","tests.UI_tests","Tue May 05 10:06:29 UTC 2026","passed","Tue May 05 10:06:32 UTC 2026","","test_navigation","",""
"","1586","test_open_article_and_verify_title[chromium]","tests.e2e_tests","Tue May 05 21:44:57 UTC 2026","passed","Tue May 05 21:44:59 UTC 2026","","test_open_article_and_verify_title_e2e","",""
"","2103","test_account_form_opens[chromium]","tests.e2e_tests","Tue May 05 21:44:50 UTC 2026","passed","Tue May 05 21:44:52 UTC 2026","","test_negative","",""
"","5566","test_navigation_to_books[chromium]","tests.UI_tests","Tue May 05 10:05:26 UTC 2026","passed","Tue May 05 10:05:32 UTC 2026","","test_books_page","",""
"Проверяет, что заголовок из UI присутствует в коде API","2150","test_latest_article_consistency[chromium]","tests.API_tests","Tue May 05 21:44:50 UTC 2026","passed","Tue May 05 21:44:52 UTC 2026","","test_api","",""
"","825","test_home_has_books[chromium]","tests.e2e_tests","Tue May 05 21:44:57 UTC 2026","passed","Tue May 05 21:44:57 UTC 2026","","test_homepage_displays_book_cards","",""
"","9055","test_search_for_books[chromium]","tests.UI_tests","Tue May 05 10:06:51 UTC 2026","passed","Tue May 05 10:07:00 UTC 2026","","test_search_books_bytitle","",""
"","19700","test_search_works[chromium]","tests.UI_tests","Thu Apr 30 13:38:21 UTC 2026","failed","Thu Apr 30 13:38:41 UTC 2026","TestNavigation","test_login","",""
"","5563","test_login_short[chromium-your@email.com]","tests.UI_tests","Thu Apr 30 11:37:42 UTC 2026","passed","Thu Apr 30 11:37:48 UTC 2026","","test_login","",""
"","3285","test_search_flow_debug[chromium]","tests.e2e_tests","Tue May 05 21:44:55 UTC 2026","passed","Tue May 05 21:44:58 UTC 2026","","test_about_flow","",""
"Негативный тест: проверка отсутствия результатов","22386","test_search_negative_no_results[chromium]","tests.UI_tests","Tue May 05 10:05:40 UTC 2026","passed","Tue May 05 10:06:03 UTC 2026","","test_for_books_new","",""
"","3396","test_navigate_to_books[chromium]","tests.UI_tests","Tue May 05 10:06:07 UTC 2026","passed","Tue May 05 10:06:10 UTC 2026","TestUI","test_login","",""
"","308","test_main_page_headers","tests.API_tests","Tue May 05 21:44:53 UTC 2026","passed","Tue May 05 21:44:53 UTC 2026","","test_api","",""
"Проверяет доступность подразделов сайта","874","test_sections_availability[books-Books]","tests.API_tests","Tue May 05 21:44:54 UTC 2026","passed","Tue May 05 21:44:55 UTC 2026","","test_api","",""
"","1406","test_verify_articles_api_and_ui[chromium]","tests.API_tests","Tue May 05 21:45:01 UTC 2026","passed","Tue May 05 21:45:02 UTC 2026","","test_api1","",""
"","5119","test_login_success_simulation[chromium-test@example.com-123456]","tests.UI_tests","Tue May 05 10:07:01 UTC 2026","passed","Tue May 05 10:07:06 UTC 2026","","test_search_content","",""
"","518","test_main_page_status","tests.API_tests","Tue May 05 21:44:53 UTC 2026","passed","Tue May 05 21:44:53 UTC 2026","","test_api","",""
"Проверяет доступность подразделов сайта","1060","test_sections_availability[tools-Tools]","tests.API_tests","Tue May 05 21:44:55 UTC 2026","passed","Tue May 05 21:44:56 UTC 2026","","test_api","",""
"","3925","test_open_first_book[chromium]","tests.UI_tests","Tue May 05 10:06:47 UTC 2026","passed","Tue May 05 10:06:51 UTC 2026","","test_open_first_book","",""
"","3044","test_homepage_visual_layout[chromium]","tests.UI_tests","Tue May 05 10:06:26 UTC 2026","passed","Tue May 05 10:06:29 UTC 2026","","test_navigation","",""
"","945","test_search_no_results_parametrized[chromium-\u041f\u0440\u0438\u0432\u0435\u0442\u041c\u0438\u0440-cyrillic]","tests.e2e_tests","Tue May 05 21:44:56 UTC 2026","passed","Tue May 05 21:44:56 UTC 2026","","test_negative1","",""
"","1028","test_search_no_results_parametrized[chromium-    -spaces]","tests.e2e_tests","Tue May 05 21:44:54 UTC 2026","passed","Tue May 05 21:44:55 UTC 2026","","test_negative1","",""
"","3387","test_login_success[chromium]","tests.UI_tests","Thu Apr 30 13:37:25 UTC 2026","broken","Thu Apr 30 13:37:29 UTC 2026","TestLogin","test_login","",""
"","3908","test_navigation_to_any_menu_item[chromium]","tests.UI_tests","Tue May 05 10:06:33 UTC 2026","passed","Tue May 05 10:06:37 UTC 2026","","test_navigation_to_about","",""
"","4156","test_search_opens[chromium]","tests.UI_tests","Tue May 05 10:07:11 UTC 2026","passed","Tue May 05 10:07:16 UTC 2026","","test_search_opens","",""
"","6484","test_navigate_to_tools[chromium]","tests.UI_tests","Tue May 05 10:06:19 UTC 2026","passed","Tue May 05 10:06:25 UTC 2026","","test_navigate_to_tools","",""
"","1325","test_navigation_books_section_e2e[chromium]","tests.e2e_tests","Tue May 05 21:44:57 UTC 2026","passed","Tue May 05 21:44:59 UTC 2026","","test_navigation_books_section_e2e","",""
"","1050","test_search_clear[chromium]","tests.e2e_tests","Tue May 05 21:44:54 UTC 2026","passed","Tue May 05 21:44:55 UTC 2026","","test_negative","",""
"","520","test_main_page_performance","tests.API_tests","Tue May 05 21:44:53 UTC 2026","passed","Tue May 05 21:44:54 UTC 2026","","test_api","",""
