"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1102","test_navigation_menu_responsive[chromium]","tests.UI_tests","Sun May 10 19:58:33 UTC 2026","passed","Sun May 10 19:58:34 UTC 2026","","test_navigation","",""
"","81","test_api_ping","tests.API_tests","Sun May 10 19:58:28 UTC 2026","passed","Sun May 10 19:58:28 UTC 2026","TestBookerAPI","test_restful_booker","",""
"","13","test_api_performance","tests.API_tests","Sun May 10 19:58:28 UTC 2026","passed","Sun May 10 19:58:28 UTC 2026","TestBookerAPI","test_restful_booker","",""
"","1328","test_open_first_book[chromium]","tests.UI_tests","Sun May 10 19:58:40 UTC 2026","passed","Sun May 10 19:58:42 UTC 2026","","test_open_first_book","",""
"","1709","test_search_logic[chromium]","tests.UI_tests","Sun May 10 19:58:35 UTC 2026","passed","Sun May 10 19:58:36 UTC 2026","","test_AAA_search","",""
"","19","test_filter_by_name[Sally]","tests.API_tests","Sun May 10 19:58:28 UTC 2026","passed","Sun May 10 19:58:28 UTC 2026","TestBookerAPI","test_restful_booker","",""
"","49","test_api_ping_status","tests.API_tests","Sun May 10 19:58:27 UTC 2026","passed","Sun May 10 19:58:27 UTC 2026","","test_api","",""
"","4931","test_full_navigation_e2e[chromium]","tests.e2e_tests","Sun May 10 19:58:44 UTC 2026","passed","Sun May 10 19:58:49 UTC 2026","","test_e2e_flow","",""
"","5563","test_login_short[chromium-your@email.com]","tests.UI_tests","Thu Apr 30 11:37:42 UTC 2026","passed","Thu Apr 30 11:37:48 UTC 2026","","test_login","",""
"","0","test_simple_login_check[chromium]","tests.UI_tests","Thu Apr 30 13:27:00 UTC 2026","broken","Thu Apr 30 13:27:00 UTC 2026","","test_login","",""
"","1191","test_navigation_to_any_menu_item[chromium]","tests.UI_tests","Sun May 10 19:58:38 UTC 2026","passed","Sun May 10 19:58:39 UTC 2026","","test_navigation_to_about","",""
"","1028","test_search_no_results_parametrized[chromium-1234567890-digits]","tests.e2e_tests","Sun May 10 19:58:30 UTC 2026","passed","Sun May 10 19:58:31 UTC 2026","","test_negative1","",""
"","3072","test_navigation_to_books[chromium]","tests.UI_tests","Sun May 10 19:58:36 UTC 2026","passed","Sun May 10 19:58:39 UTC 2026","","test_books_page","",""
"","1093","test_search_no_results_parametrized[chromium-\u041e\u0447\u0435\u043d\u044c\u0414\u043b\u0438\u043d\u043d\u0430\u044f\u0421\u0442\u0440\u043e\u043a\u0430\u041a\u043e\u0442\u043e\u0440\u043e\u0439\u041d\u0435\u0442\u041d\u0430\u0421\u0430\u0439\u0442\u0435-long_string]","tests.e2e_tests","Sun May 10 19:58:31 UTC 2026","passed","Sun May 10 19:58:32 UTC 2026","","test_negative1","",""
"","27","test_create_booking_e2e","tests.API_tests","Sun May 10 19:58:28 UTC 2026","passed","Sun May 10 19:58:28 UTC 2026","TestBookerAPI","test_restful_booker","",""
"","3378","test_independent_flow[chromium]","tests.e2e_tests","Sun May 10 19:58:49 UTC 2026","passed","Sun May 10 19:58:52 UTC 2026","","test_independent_flow","",""
"","1665","test_search_no_results_parametrized[chromium-!@#$%^&*-special_chars]","tests.e2e_tests","Sun May 10 19:58:28 UTC 2026","passed","Sun May 10 19:58:30 UTC 2026","","test_negative1","",""
"","59","test_booking_ids_structure","tests.API_tests","Sun May 10 19:58:27 UTC 2026","passed","Sun May 10 19:58:28 UTC 2026","","test_api","",""
"","1322","test_search_via_iframe[chromium]","tests.e2e_tests","Sun May 10 19:58:48 UTC 2026","passed","Sun May 10 19:58:50 UTC 2026","","test_search_via_iframe","",""
"","1095","test_homepage_visual_layout[chromium]","tests.UI_tests","Sun May 10 19:58:32 UTC 2026","passed","Sun May 10 19:58:33 UTC 2026","","test_navigation","",""
"","19700","test_search_works[chromium]","tests.UI_tests","Thu Apr 30 13:38:21 UTC 2026","failed","Thu Apr 30 13:38:41 UTC 2026","TestNavigation","test_login","",""
"","724","test_sign_button_exists_on_homepage[chromium]","tests.UI_tests","Sun May 10 19:58:37 UTC 2026","passed","Sun May 10 19:58:38 UTC 2026","","test_home_page","",""
"","45","test_filter_bookings_by_name[Sally-Brown]","tests.API_tests","Sun May 10 19:58:28 UTC 2026","passed","Sun May 10 19:58:28 UTC 2026","","test_api","",""
"","720","test_api_ping","tests.API_tests","Wed May 06 22:07:24 UTC 2026","broken","Wed May 06 22:07:25 UTC 2026","","test_restful_booker","",""
"Проверяет, что заголовок из UI присутствует в коде API","19105","test_latest_article_consistency[chromium]","tests.API_tests","Wed May 06 19:07:05 UTC 2026","broken","Wed May 06 19:07:24 UTC 2026","","test_api","",""
"","1082","test_account_button_is_visible_after_login[chromium]","tests.UI_tests","Sun May 10 19:58:36 UTC 2026","passed","Sun May 10 19:58:37 UTC 2026","","test_account_button","",""
"","1610","test_verify_articles_api_and_ui[chromium]","tests.API_tests","Sun May 10 19:58:34 UTC 2026","passed","Sun May 10 19:58:36 UTC 2026","","test_api1","",""
"","1138","test_navigate_to_books[chromium]","tests.UI_tests","Sun May 10 19:58:39 UTC 2026","passed","Sun May 10 19:58:40 UTC 2026","TestUI","test_login","",""
"","731","test_home_has_books[chromium]","tests.e2e_tests","Sun May 10 19:58:47 UTC 2026","passed","Sun May 10 19:58:47 UTC 2026","","test_homepage_displays_book_cards","",""
"","944","test_create_token","tests.API_tests","Wed May 06 22:07:21 UTC 2026","passed","Wed May 06 22:07:22 UTC 2026","","test_restful_booker","",""
"","1078","test_search_clear[chromium]","tests.e2e_tests","Sun May 10 19:58:31 UTC 2026","passed","Sun May 10 19:58:32 UTC 2026","","test_negative","",""
"","19129","test_main_page_status","tests.API_tests","Wed May 06 19:16:57 UTC 2026","broken","Wed May 06 19:17:16 UTC 2026","","test_api","",""
"","3894","test_navigate_to_books[chromium]","tests.UI_tests","Thu Apr 30 13:38:17 UTC 2026","passed","Thu Apr 30 13:38:21 UTC 2026","TestNavigation","test_login","",""
"","1023","test_search_no_results[chromium]","tests.e2e_tests","Sun May 10 19:58:30 UTC 2026","passed","Sun May 10 19:58:31 UTC 2026","","test_negative","",""
"Проверяет доступность подразделов сайта","19098","test_sections_availability[books-Books]","tests.API_tests","Wed May 06 19:18:42 UTC 2026","broken","Wed May 06 19:19:01 UTC 2026","","test_api","",""
"","1841","test_login_success_simulation[chromium-test@example.com-123456]","tests.UI_tests","Sun May 10 19:58:42 UTC 2026","passed","Sun May 10 19:58:44 UTC 2026","","test_search_content","",""
